22.10.2021 05:41:07 sql=[select * from grab_category where id = 0] 
22.10.2021 05:41:07 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 05:41:07 sql=[select count(*) as c from grab_content where cid = 0] 
22.10.2021 05:41:43 sql=[select * from grab_category where id = 0] 
22.10.2021 05:41:43 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 05:41:43 sql=[select count(*) as c from grab_content where cid = 0] 
22.10.2021 05:42:06 sql=[select * from grab_category where id = 0] 
22.10.2021 05:42:06 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 05:42:06 sql=[select count(*) as c from grab_content where cid = 0] 
22.10.2021 05:49:00 sql=[select * from grab_category where id = 0] 
22.10.2021 05:49:00 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 05:54:34 sql=[select * from grab_category where id = 0] 
22.10.2021 05:54:34 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 05:54:45 sql=[select * from grab_category where id = 0] 
22.10.2021 05:54:45 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 06:03:56 sql=[select * from grab_category where id = 0] 
22.10.2021 06:03:56 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 06:05:12 sql=[select * from grab_category where id = 0] 
22.10.2021 06:05:12 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 06:07:09 sql=[select * from grab_category where id = 0] 
22.10.2021 06:07:09 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 06:12:08 sql=[select * from grab_category where id = 0] 
22.10.2021 06:12:19 sql=[select * from grab_category where id = 0] 
22.10.2021 06:12:30 sql=[select * from grab_category where id = 0] 
22.10.2021 06:12:30 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 06:12:53 sql=[select * from grab_category where id = 0] 
22.10.2021 06:12:53 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 06:13:04 sql=[select * from grab_category where id = 0] 
22.10.2021 06:13:05 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 06:17:48 sql=[select * from grab_category where id = 0] 
22.10.2021 06:17:48 sql=[select * from grab_content where cid = 0  limit 20 offset 0 ] 
22.10.2021 06:19:49 sql=[select * from grab_category where id = 0] 
22.10.2021 06:19:49 sql=[select * from grab_category where id = 0] 
22.10.2021 07:00:26 sql=[SELECT * FROM `btl-1` WHERE 1] 
01.11.2021 01:40:12 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:40:12 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:40:12 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:40:12 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:40:12 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:40:12 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:40:12 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:40:12 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:40:13 sql=[select * from grab_content where  name like '%tu lanh%'  or category_name like '%tu lanh%'  order by id
	 limit 20 ] 
01.11.2021 01:40:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:40:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:40:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:40:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:40:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:40:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:40:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:40:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:40:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:40:13 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:40:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:40:13 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:40:18 sql=[select * from grab_content 
	where id=13] 
01.11.2021 01:40:18 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:40:18 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:40:18 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:40:18 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:40:18 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:40:18 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:40:18 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:40:18 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:40:18 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:40:18 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:40:18 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:40:18 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:40:21 <!-- sql=[UPDATE grab_content SET  cid =  '0', avatar = '' , name = ' Tủ Lạnh Toshiba Inverter 311 lít GR-RT395WE-PMV(06)-MG', discount = '13690000' , percent = '21' , size = '' , color = '311 lít , 337 lít , 407 lít' , gift = '' , payment_type = '' , category_name = ''  WHERE id =13] --> 
01.11.2021 01:40:21 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:40:21 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:40:21 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:40:21 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:40:21 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:40:21 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:40:21 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:40:21 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:40:21 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:40:21 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:40:21 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:40:21 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:40:23 sql=[select * from grab_content where  name like '%tu lanh%'  or category_name like '%tu lanh%'  order by id
	 limit 20 ] 
01.11.2021 01:40:23 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:40:23 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:40:23 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:40:23 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:40:23 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:40:23 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:40:23 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:40:23 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:40:23 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:40:23 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:40:23 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:40:23 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:08 sql=[select * from grab_content 
	where id=27] 
01.11.2021 01:41:08 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:08 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:08 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:08 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:08 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:08 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:08 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:08 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:08 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:08 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:08 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:08 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:11 <!-- sql=[UPDATE grab_content SET  cid =  '0', avatar = '' , name = 'Samsung Inverter 236 lít RT22M4032BY/SV', discount = '8990000' , percent = '16' , size = '' , color = '' , gift = '' , payment_type = '' , category_name = ''  WHERE id =27] --> 
01.11.2021 01:41:11 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:11 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:11 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:11 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:11 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:11 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:11 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:11 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:11 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:11 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:11 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:11 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:13 sql=[select * from grab_content where  name like '%tu lanh%'  or category_name like '%tu lanh%'  order by id
	 limit 20 ] 
01.11.2021 01:41:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:13 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:13 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:13 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:17 sql=[select * from grab_content 
	where id=34] 
01.11.2021 01:41:17 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:17 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:17 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:17 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:17 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:17 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:17 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:17 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:17 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:17 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:17 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:17 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:19 <!-- sql=[UPDATE grab_content SET  cid =  '0', avatar = '' , name = 'Samsung Inverter 488 lít RF48A4010M9/SV', discount = '25090000' , percent = '14' , size = '' , color = '' , gift = '' , payment_type = '' , category_name = ''  WHERE id =34] --> 
01.11.2021 01:41:19 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:19 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:19 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:19 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:19 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:19 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:19 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:19 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:19 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:19 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:19 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:19 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:20 sql=[select * from grab_content where  name like '%tu lanh%'  or category_name like '%tu lanh%'  order by id
	 limit 20 ] 
01.11.2021 01:41:20 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:20 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:20 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:20 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:20 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:20 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:20 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:20 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:20 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:20 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:20 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:20 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:27 sql=[select * from grab_content 
	where id=132] 
01.11.2021 01:41:27 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:27 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:27 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:27 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:27 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:27 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:27 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:27 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:27 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:27 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:27 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:27 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:29 <!-- sql=[UPDATE grab_content SET  cid =  '3', avatar = '' , name = 'Samsung Inverter 236 lít RT22M4032BY/SV', discount = '12000000' , percent = '9' , size = '' , color = '' , gift = '' , payment_type = '' , category_name = ''  WHERE id =132] --> 
01.11.2021 01:41:29 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:29 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:29 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:29 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:29 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:29 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:29 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:29 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:29 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:29 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:29 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:29 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:31 sql=[select * from grab_content where  name like '%tu lanh%'  or category_name like '%tu lanh%'  order by id
	 limit 20 ] 
01.11.2021 01:41:31 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:31 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:31 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:31 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:31 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:31 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:31 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:31 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:31 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:31 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:31 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:31 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:48 sql=[select * from grab_content 
	where id=134] 
01.11.2021 01:41:48 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:48 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:48 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:48 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:48 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:48 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:48 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:48 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:48 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:48 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:48 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:48 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:50 <!-- sql=[UPDATE grab_content SET  cid =  '3', avatar = '' , name = 'LG Inverter 393 lít GN-B422WB Online giá rẻ', discount = '15090000' , percent = '14' , size = '' , color = '' , gift = '' , payment_type = '' , category_name = ''  WHERE id =134] --> 
01.11.2021 01:41:50 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:50 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:50 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:50 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:50 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:50 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:50 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:50 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:50 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:50 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:50 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:50 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:52 sql=[select * from grab_content where  name like '%tu lanh%'  or category_name like '%tu lanh%'  order by id
	 limit 20 ] 
01.11.2021 01:41:52 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:52 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:52 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:52 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:52 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:52 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:52 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:52 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:52 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:52 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:52 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:52 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:56 sql=[select * from grab_content 
	where id=135] 
01.11.2021 01:41:56 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:56 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:56 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:56 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:56 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:56 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:56 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:56 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:56 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:56 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:56 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:56 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:58 <!-- sql=[UPDATE grab_content SET  cid =  '3', avatar = '' , name = 'Panasonic Inverter 322 lít NR-BC360QKVN', discount = '10000000' , percent = '0' , size = '' , color = '' , gift = '' , payment_type = '' , category_name = ''  WHERE id =135] --> 
01.11.2021 01:41:58 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:58 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:58 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:58 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
01.11.2021 01:41:58 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  4] 
01.11.2021 01:41:58 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  6] 
01.11.2021 01:41:58 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  8] 
01.11.2021 01:41:58 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  10] 
01.11.2021 01:41:58 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  12] 
01.11.2021 01:41:58 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  14] 
01.11.2021 01:41:58 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  15] 
01.11.2021 01:41:58 sql=[SELECT * FROM `grab_category` LIMIT 1 OFFSET  21] 
01.11.2021 01:41:59 sql=[select * from grab_content where  name like '%tu lanh%'  or category_name like '%tu lanh%'  order by id
	 limit 20 ] 
01.11.2021 01:41:59 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  0] 
01.11.2021 01:41:59 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  2] 
01.11.2021 01:41:59 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  17] 
01.11.2021 01:41:59 sql=[SELECT * FROM `grab_category` LIMIT 2 OFFSET  19] 
